Business Unit	Account	Key3	Key4	Key5	Key6	Key7	Key8	Key9	Key10	Descr	Acct Ref	Financial Statement	Account Type	Active Account	Activity in Period	Alt Cur	Account Currency	Period End Date	GL Reporting Bal	GL Alt Bal	GL Account Balance
QXA	14557									Supplemental Grp Life Payable		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14560									Workers Compensation Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-2067868.73
QXA	14562									Wa L&I (ER)		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14565									OR Workday Tax		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14566									Accrued Canadian Workers Comp		A	Liability	TRUE	TRUE		USD	09/30/2016			-5517.17
QXA	14570									Workers Comp Accrual Offset		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14615									Accrued Employer 401k Payable		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	14640									Co Match-Mgmt 401(k) Plan		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14650									OSRP Liability-Current		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	14700									Stock Purchase Plan-Employees		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	14870									Fixed Assets - Proceeds Clr'g		A	Liability	TRUE	FALSE		USD	09/30/2016			129350.00
QXA	14875									A/P WIRE/ACH CLEARING		A	Liability	TRUE	TRUE		USD	09/30/2016			-34636739.26
QXA	15140									Curr Liab-PFCs		A	Liability	TRUE	FALSE		USD	09/30/2016			-807.00
QXA	15520									Curr Liab-Audit Fees		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	15530									Curr Liab-Fuel Fed Tax Accrual		A	Liability	TRUE	TRUE		USD	09/30/2016			-232475.65
QXA	15570									Curr Liab-Garnishments		A	Liability	TRUE	TRUE		USD	09/30/2016			-26769.09
QXA	15600									Escheatment Liability		A	Liability	TRUE	TRUE		USD	09/30/2016			-439.90
QXA	15601									Unclaimed Prop Payroll Acct		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	15684									Security Deposit On Sub-Lease		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	15685									Accrued Mtx Reserve D8-Q200		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	15686									Aircraft/BFE Deposits Payable		A	Liability	TRUE	FALSE		USD	09/30/2016			-0.30
QXA	15689									Accrued Mtx Reserve CRJ		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	15690									Unearned Fleet Subsidy		A	Liability	TRUE	TRUE		USD	09/30/2016			-3383867.77
QXA	15695									Accrued Utilities Clearing		A	Liability	TRUE	TRUE		USD	09/30/2016			69378.66
QXA	15705									Pz Card Clearing		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	15725									Other Deferred Income-Current		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	16070									ATL-Provision-OAL Rejects		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	16100									ATL-Sample Eval'n Clr'g SC54		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	17400									LT Debt - Current Portion		A	Liability	TRUE	TRUE		USD	09/30/2016			-39081928.71
QXA	17410									Deferred Issuance Cost - Curr		A	Liability	TRUE	FALSE		USD	09/30/2016			319474.07
QXA	17450									LT Fed Inc Tax Payable to AAG		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	17500									LT A/C Debt		A	Liability	TRUE	FALSE		USD	09/30/2016			-179149956.99
QXA	17594									N/P USBank/WellsFargo-Edc Debt		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	17597									N/P Nordlb		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	17598									N/P HELABA		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	17599									Current Portion Of Ltd Offset		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	17600									Deferred Issuance Cost - LT		A	Liability	TRUE	FALSE		USD	09/30/2016			1139345.28
QXA	18000									Deferred Tax Liab - NC		A	Liability	TRUE	FALSE		USD	09/30/2016			-144800192.01
QXA	18010									Deferred Tax Liab - NC-Curr Yr		A	Liability	TRUE	TRUE		USD	09/30/2016			-1790999.61
QXA	18230									Deferred Rent Credit-PDX Ops C		A	Liability	TRUE	FALSE		USD	09/30/2016			-263784.08
QXA	18235									Deferred Bond Interest-PDX Ops		A	Liability	TRUE	FALSE		USD	09/30/2016			310247.94
QXA	18240									Deferred BFE Sale		A	Liability	TRUE	FALSE		USD	09/30/2016			-161943.75
QXA	18250									Deferred Gain Trade-Ins		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	18255									Deferred Gain-Aircraft Sale/Le		A	Liability	TRUE	TRUE		USD	09/30/2016			-383875.87
QXA	18260									Def Credits Aircraft Parts		A	Liability	TRUE	TRUE		USD	09/30/2016			0.00
QXA	18265									LT Unearned Fleet Subsidy		A	Liability	TRUE	TRUE		USD	09/30/2016			-1663862.73
QXA	18290									T6 Deferred Credits		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	18551									Lease Return Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			0.00
QXA	18555									LT Accrued Mtx Reserve-CRJ		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	18560									PDX Ops Cntr Bond Sinking Fund		A	Liability	TRUE	FALSE		USD	09/30/2016			-10818732.47
QXA	18570									FIN48 Liability		A	Liability	TRUE	FALSE		USD	09/30/2016			-260000.00
QXA	18640									PBP Earnings Deferral		A	Liability	TRUE	TRUE		USD	09/30/2016			-1579840.08
QXA	18645									LT Aircraft Rent Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			-19353967.48
QXA	18646									LT Workers Comp Accrual		A	Liability	TRUE	FALSE		USD	09/30/2016			-1762645.50
QXA	18651									Supl Retire Pay-Vanguard		A	Liability	TRUE	FALSE		USD	09/30/2016			-1711756.75
QXA	18684									Other Defer Credits & Deposits		A	Liability	TRUE	TRUE		USD	09/30/2016			-36605.88
QXA	19050									Common Stock-Par Value		A	Equity	TRUE	FALSE		USD	09/30/2016			-1000.00
QXA	19110									Additional Paid In Capital		A	Equity	TRUE	FALSE		USD	09/30/2016			-161652038.54
QXA	19190									Capital Contribution		A	Equity	TRUE	FALSE		USD	09/30/2016			-3093940.09
QXA	19340									Tax Effect on OCI		A	Equity	TRUE	FALSE		USD	09/30/2016			0.00
QXA	19365									Def Comp Restricted Stock_ASA		A	Equity	FALSE	FALSE		USD	09/30/2016			0.00
QXA	19370									Deferred Comp Restricted Stock		A	Liability	FALSE	FALSE		USD	09/30/2016			0.00
QXA	19440									Retained Earnings-Horizon		A	Equity	TRUE	FALSE		USD	09/30/2016			-20065364.35
